stock,endDate,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome,incomeBeforeTax,researchDevelopment,otherOperatingExpenses,minorityInterest,discontinuedOperations
UNH,2018-12-31,11986000000.0,12382000000.0,-1400000000,172401000000,208903000000,226247000000,3562000000,-1400000000.0,17344000000,17344000000,53846000000,34074000000.0,11986000000,15944000000.0,,,4531000000.0,
UNH,2017-12-31,10558000000.0,10823000000.0,-1186000000,154148000000,185950000000,201159000000,3200000000,-1186000000.0,15209000000,15209000000,47011000000,29557000000.0,10558000000,14023000000.0,,,4246000000.0,
UNH,2016-12-31,7017000000.0,7073000000.0,-1067000000,141454000000,171910000000,184840000000,4790000000,-1067000000.0,12930000000,12930000000,43386000000,28401000000.0,7017000000,11863000000.0,,,1915000000.0,
SNAP,2019-12-31,-1033660000.0,-1033660000.0,-29939000,895838000,2718862000,1715534000,393000,-24994000.0,-1003328000,-1003328000,819696000,939515000.0,-1033660000,-1033267000.0,883509000.0,,,
SNAP,2018-12-31,-1255911000.0,-1255911000.0,-16057000,798865000,2417753000,1180446000,2547000,-3894000.0,-1237307000,-1237307000,381581000,846703000.0,-1255911000,-1253364000.0,772185000.0,,,
SNAP,2017-12-31,-3445066000.0,-3445066000.0,-17699000,677595000,4270658000,824949000,-18342000,-3456000.0,-3445709000,-3445709000,147354000,2058200000.0,-3445066000,-3463408000.0,1534863000.0,,,
SNAP,2016-12-31,-514643000.0,-514643000.0,-1338000,451660000,924867000,404482000,-7080000,-1424000.0,-520385000,-520385000,-47178000,289531000.0,-514643000,-521723000.0,183676000.0,,,
RETA,2019-12-31,-290170000.0,-290170000.0,-4942000,252507000,311737000,26517000,8000,-11197000.0,-285220000,-285220000,-225990000,58298000.0,-290170000,-290162000.0,,,,
RETA,2018-12-31,-80546000.0,-80546000.0,-3642000,97288000,130467000,53589000,26000,-6176000.0,-76878000,-76878000,-43699000,32748000.0,-80546000,-80520000.0,,,,
RETA,2017-12-31,-47671000.0,-47671000.0,-756000,71273000,94970000,48058000,3000,-1454000.0,-46912000,-46912000,-23215000,23260000.0,-47671000,-47668000.0,,,,
RETA,2016-12-31,-6227000.0,-6227000.0,214000,39453000,56612000,49730000,-441000,-1454000.0,-6882000,-6882000,10277000,16603000.0,-6227000,-6668000.0,,,,
FNB,2019-12-31,378959000.0,387000000.0,-40331000,0,658391000,1169722000,84000000,,511331000,0,1169722000,559480000.0,387000000,471000000.0,,98911000.0,,
FNB,2018-12-31,364959000.0,373000000.0,-56881000,0,643796000,1152677000,79000000,,508881000,0,1152677000,550081000.0,373000000,452000000.0,,93715000.0,,
FNB,2017-12-31,191000000.0,199000000.0,-108000000,0,573000000,1037000000,157000000,,464000000,0,1037000000,486000000.0,199000000,356000000.0,,87000000.0,,
FNB,2016-12-31,163000000.0,171000000.0,-64578000,0,441415000,751993000,75000000,,310578000,0,751993000,362000000.0,171000000,246000000.0,,79415000.0,,
NWL,2019-12-31,106600000.0,186100000.0,-1674100000,6479600000,8892400000,9714900000,-1037700000,-303300000.0,822500000,822500000,3235300000,2263800000.0,106600000,-851600000.0,149000000.0,,32700000.0,-79500000.0
NWL,2018-12-31,-6942500000.0,-6632800000.0,-8872700000,6636300000,9273000000,10154000000,-1358900000,-449300000.0,881000000,881000000,3517700000,2485700000.0,-6942500000,-7991700000.0,151000000.0,,34800000.0,-309700000.0
NWL,2017-12-31,2748800000.0,2434300000.0,32900000,7359900000,10284000000,11170400000,-1515000000,-475800000.0,886400000,886400000,3810500000,2749100000.0,2748800000,919300000.0,175000000.0,,36600000.0,314500000.0
NWL,2016-12-31,527800000.0,-38300000.0,-634500000,5917200000,8527800000,9181100000,57100000,-417400000.0,653300000,653300000,3263900000,2463600000.0,527800000,18800000.0,147000000.0,,35600000.0,566100000.0
JOE,2019-12-31,26775000.0,26661000.0,6085000,65386000,97062000,127085000,9447000,-12302000.0,30023000,30023000,61699000,,26775000,36108000.0,,21312000.0,10149000.0,
JOE,2018-12-31,32369000.0,31602000.0,1363000,51218000,80773000,110276000,-736000,-11840000.0,29503000,29503000,59058000,,32369000,30866000.0,,20486000.0,14940000.0,
JOE,2017-12-31,59578000.0,59236000.0,37064000,66480000,95747000,100038000,-17881000,-12145000.0,4291000,4291000,33558000,,59578000,41355000.0,,20306000.0,15027000.0,
JOE,2016-12-31,15895000.0,15464000.0,19176000,61837000,93427000,96862000,7147000,-12295000.0,3435000,3435000,35025000,,15895000,22611000.0,,22888000.0,17506000.0,
LMPX,2019-12-31,-4029851.0,-4029851.0,-790933,11005620,14091995,10853077,0,-34637.0,-3238918,-3238918,-152543,2878988.0,-4029851,-4029851.0,,,,
LMPX,2018-12-31,-6490293.0,-6490293.0,-754099,18567775,22346980,16610786,0,-31377.0,-5736194,-5736194,-1956989,3278051.0,-6490293,-6490293.0,,,,
LMPX,2017-12-31,-1423662.0,-1423662.0,-45214,3994079,5137479,3759031,0,-14356.0,-1378448,-1378448,-235048,1114109.0,-1423662,-1423662.0,,,,
LMPX,2016-12-31,-73639.0,-73639.0,0,0,73639,0,0,-14356.0,-73639,-73639,0,73639.0,-73639,-73639.0,,,,
MT,2019-12-31,-2454000000.0,-2391000000.0,-2827000000,66960000000,69720000000,70615000000,459000000,-695000000.0,895000000,895000000,3655000000,2459000000.0,-2454000000,-1932000000.0,301000000.0,,1962000000.0,
MT,2018-12-31,5149000000.0,5330000000.0,-1994000000,66240000000,69058000000,76033000000,-349000000,-687000000.0,6975000000,6975000000,9793000000,2528000000.0,5149000000,4981000000.0,290000000.0,,2022000000.0,
MT,2017-12-31,4568000000.0,4575000000.0,-280000000,60670000000,63392000000,68679000000,432000000,-879000000.0,5287000000,5287000000,8009000000,2444000000.0,4568000000,5007000000.0,278000000.0,,2066000000.0,
MT,2016-12-31,1779000000.0,1734000000.0,-379000000,51055000000,53692000000,56791000000,986000000,-1172000000.0,3099000000,3099000000,5736000000,2398000000.0,1779000000,2720000000.0,239000000.0,,2190000000.0,
APEN,2019-12-31,-27432000.0,-27432000.0,1965000,25038000,79835000,50713000,275000,-4052000.0,-29122000,-29122000,25675000,42318000.0,-27432000,-27157000.0,10384000.0,,,
APEN,2018-12-31,-45787000.0,-45787000.0,-13273000,27660000,93177000,60854000,191000,-4063000.0,-32323000,-32323000,33194000,46267000.0,-45787000,-45596000.0,12176000.0,,,
APEN,2017-12-31,-27292000.0,-27292000.0,-4549000,24578000,86749000,64310000,304000,-4508000.0,-22439000,-22439000,39732000,46632000.0,-27292000,-26988000.0,8299000.0,,,
APEN,2016-12-31,-41167000.0,-41167000.0,-23619000,25255000,81811000,64650000,387000,-18168000.0,-17161000,-17161000,39395000,41558000.0,-41167000,-40780000.0,7805000.0,,,
BDL,2019-09-28,3648000.0,5377000.0,-52000,89063000,109673000,115989000,887000,-708000.0,6316000,6316000,26926000,20823000.0,3648000,6264000.0,,-213000.0,6208000.0,
BDL,2018-09-29,3677000.0,5390000.0,-683000,86106000,105836000,113280000,1371000,-753000.0,7444000,7444000,27174000,19947000.0,3677000,6761000.0,,-217000.0,6149000.0,
BDL,2017-09-30,3020000.0,4390000.0,-498000,81868000,100331000,106589000,1370000,-600000.0,6258000,6258000,24721000,18696000.0,3020000,5760000.0,,-233000.0,6195000.0,
BDL,2016-10-01,3040000.0,4969000.0,-465000,78492000,96592000,103393000,1367000,-557000.0,6801000,6801000,24901000,18325000.0,3040000,6336000.0,,-225000.0,6986000.0,
ASPN,2019-12-31,-14565000.0,-14565000.0,-406000,113091000,153534000,139375000,0,-406000.0,-14159000,-14159000,26284000,32036000.0,-14565000,-14565000.0,8407000.0,,,
ASPN,2018-12-31,-34440000.0,-34440000.0,-7880000,91692000,130921000,104361000,0,-524000.0,-26560000,-26560000,12669000,32910000.0,-34440000,-34440000.0,6319000.0,,,
ASPN,2017-12-31,-19321000.0,-19321000.0,-185000,92960000,130767000,111631000,0,-185000.0,-19136000,-19136000,18671000,31627000.0,-19321000,-19321000.0,6180000.0,,,
ASPN,2016-12-31,-12023000.0,-12023000.0,-803000,94427000,128958000,117738000,0,-147000.0,-11220000,-11220000,23311000,29225000.0,-12023000,-12023000.0,5306000.0,,,
OTEX,2019-06-30,285501000.0,285637000.0,-160460000,747318000,2267721000,2868755000,154937000,-137487000.0,601034000,601034000,2121437000,727639000.0,285501000,440574000.0,321836000.0,,1215000.0,
OTEX,2018-06-30,242224000.0,242300000.0,-148069000,765131000,2281046000,2815241000,143826000,-132381000.0,534195000,534195000,2050110000,736077000.0,242224000,386126000.0,322909000.0,,1037000.0,
OTEX,2017-06-30,1025659000.0,1025915000.0,-168767000,631001000,1872739000,2291057000,-776364000,-116179000.0,418318000,418318000,1660056000,614807000.0,1025659000,249551000.0,281215000.0,,961000.0,
OTEX,2016-06-30,284477000.0,284495000.0,-112632000,499762000,1420819000,1824228000,6282000,-73800000.0,403409000,403409000,1324466000,484632000.0,284477000,290777000.0,194057000.0,,541000.0,
WM,2019-12-31,1670000000.0,1671000000.0,-665000000,9480000000,12685000000,15455000000,434000000,-464000000.0,2770000000,2770000000,5975000000,1631000000.0,1670000000,2105000000.0,,,2000000.0,
WM,2018-12-31,1925000000.0,1923000000.0,-359000000,9249000000,12179000000,14914000000,453000000,-384000000.0,2735000000,2735000000,5665000000,1453000000.0,1925000000,2376000000.0,,,1000000.0,
WM,2017-12-31,1949000000.0,1949000000.0,-429000000,9021000000,11865000000,14485000000,242000000,-368000000.0,2620000000,2620000000,5464000000,1468000000.0,1949000000,2191000000.0,,,23000000.0,
WM,2016-12-31,1182000000.0,1180000000.0,-590000000,8486000000,11197000000,13609000000,642000000,-385000000.0,2412000000,2412000000,5123000000,1410000000.0,1182000000,1822000000.0,,,23000000.0,
LIND,2019-12-31,13699000.0,18748000.0,-12260000,166608000,309893000,343091000,2190000,-12288000.0,33198000,33198000,176483000,117516000.0,16353000,20938000.0,,,16112000.0,
LIND,2018-12-31,11352000.0,11552000.0,-13170000,153743000,284396000,309734000,616000,-10830000.0,25338000,25338000,155991000,109885000.0,11352000,12168000.0,,,6502000.0,
LIND,2017-12-31,-8661000.0,-7529000.0,-9680000,135526000,254351000,266504000,10002000,-9736000.0,12153000,12153000,130978000,101474000.0,-8661000,2473000.0,,,6302000.0,
LIND,2016-12-31,4864000.0,5059000.0,-18065000,118977000,222422000,242346000,-3200000,-10146000.0,19924000,19924000,123369000,90025000.0,4864000,1859000.0,,,5170000.0,
HDS,2020-02-02,452000000.0,451000000.0,-123000000,3743000000,5410000000,6146000000,162000000,-110000000.0,736000000,736000000,2403000000,1561000000.0,452000000,613000000.0,,,,1000000.0
HDS,2019-02-03,394000000.0,391000000.0,-213000000,3672000000,5308000000,6047000000,135000000,-130000000.0,739000000,739000000,2375000000,1537000000.0,394000000,526000000.0,,,,3000000.0
HDS,2018-01-28,970000000.0,167000000.0,-254000000,3088000000,4507000000,5121000000,193000000,-166000000.0,614000000,614000000,2033000000,1334000000.0,970000000,360000000.0,,,,803000000.0
HDS,2017-01-29,196000000.0,66000000.0,-455000000,2894000000,4247000000,4819000000,51000000,-269000000.0,572000000,572000000,1925000000,1269000000.0,196000000,117000000.0,,,,130000000.0
PPIH,2020-01-31,3576000.0,3576000.0,-905000,98617000,121723000,127663000,1459000,-1106000.0,5940000,5940000,29046000,23106000.0,3576000,5035000.0,,,,
PPIH,2019-01-31,-550000.0,-550000.0,-1522000,105647000,126243000,128965000,2150000,-1286000.0,2722000,2722000,23318000,20596000.0,-550000,1600000.0,,,,
PPIH,2018-01-31,-9976000.0,-9976000.0,-1897000,93506000,113560000,105248000,-233000,-808000.0,-8312000,-8312000,11742000,20054000.0,-9976000,-10209000.0,,,,
PPIH,2017-01-31,-12474000.0,-13162000.0,-3889000,87129000,108729000,98845000,-611000,-746000.0,-9884000,-9884000,11716000,21600000.0,-12474000,-13773000.0,,,,
DRI,2019-05-26,713400000.0,718600000.0,-69200000,6661400000,7658900000,8510400000,63700000,-54000000.0,851500000,851500000,1849000000,660800000.0,713400000,782300000.0,,,,-5200000.0
DRI,2018-05-27,596000000.0,603800000.0,-164500000,6334700000,7309900000,8080100000,1900000,-59700000.0,770200000,770200000,1745400000,662100000.0,596000000,605700000.0,,,,-7800000.0
DRI,2017-05-28,479100000.0,482500000.0,-31800000,5600800000,6501100000,7170200000,154800000,-41500000.0,669100000,669100000,1569400000,627400000.0,479100000,637300000.0,,,,-3400000.0
DRI,2016-05-29,375000000.0,359700000.0,-178300000,5392400000,6305500000,6933500000,90000000,-66800000.0,628000000,628000000,1541100000,622900000.0,375000000,449700000.0,,,,15300000.0
SGA,2019-12-31,12987000.0,13279000.0,-3762000,92692000,104264000,123072000,5420000,-735000.0,18808000,18808000,30380000,11460000.0,13279000,18699000.0,,112000.0,,
SGA,2018-12-31,13434000.0,13690000.0,-292000,93727000,105147000,124829000,5700000,-946000.0,19682000,19682000,31102000,11359000.0,13690000,19390000.0,,61000.0,,
SGA,2017-12-31,53806000.0,22246000.0,-2352000,87759000,99471000,118149000,-5920000,-903000.0,18678000,18678000,30390000,11657000.0,54717000,16326000.0,,55000.0,,
SGA,2016-12-31,17861000.0,12910000.0,671000,86799000,97843000,118955000,8873000,-744000.0,21112000,21112000,32156000,10980000.0,18186000,21783000.0,,64000.0,,
PBFX,2019-12-31,100288000.0,108169000.0,-52009000,118614000,180034000,340212000,0,-48335000.0,160178000,160178000,221598000,22819000.0,100288000,108169000.0,,,,
PBFX,2018-12-31,75450000.0,103280000.0,-43486000,88390000,136674000,283440000,0,-42258000.0,146766000,146766000,195050000,18475000.0,85461000,103280000.0,,,,
PBFX,2017-12-31,91382000.0,115002000.0,-28910000,73521000,113676000,257588000,0,-33363000.0,143912000,143912000,184067000,15751000.0,100437000,115002000.0,,,,
PBFX,2016-12-31,76929000.0,86639000.0,-22123000,51393000,80244000,189006000,0,-30433000.0,108762000,108762000,137613000,13445000.0,80960000,86639000.0,,,,
VCNX,2019-12-31,-31863000.0,-31863000.0,152000,199000,32538000,523000,0,,-32015000,-32015000,324000,6669000.0,-31863000,-31863000.0,25670000.0,,23963000.0,
VCNX,2018-12-31,-29518000.0,-29518000.0,-2237000,1033000,28005000,724000,0,,-27281000,-27281000,-309000,4619000.0,-29518000,-29518000.0,22353000.0,,23963000.0,
VCNX,2017-12-31,-21933000.0,-18759000.0,2345000,160000,21194000,90000,0,,-21104000,-21104000,-70000,4483000.0,-18722000,-18759000.0,16551000.0,,11963000.0,
VCNX,2016-12-31,-26233000.0,-13943000.0,6316000,115000,20575000,316000,0,,-20259000,-20259000,201000,4432000.0,-13943000,-13943000.0,16028000.0,,11963000.0,
SPSC,2019-12-31,33712000.0,33712000.0,3664000,92239000,240718000,279124000,8358000,,38406000,38406000,186885000,114859000.0,33712000,42070000.0,28305000.0,,,
SPSC,2018-12-31,23872000.0,23872000.0,1609000,81748000,221509000,248240000,4468000,,26731000,26731000,166492000,113581000.0,23872000,28340000.0,22087000.0,,,
SPSC,2017-12-31,351000.0,351000.0,712000,73625000,210104000,220085000,10342000,,9981000,9981000,146460000,108722000.0,351000,10693000.0,23183000.0,,,
SPSC,2016-12-31,4963000.0,4963000.0,1333000,64346000,186768000,193153000,2755000,,6385000,6385000,128807000,95703000.0,4963000,7718000.0,21981000.0,,,
Y,2019-12-31,857801000.0,890201000.0,-107457000,5445133000,7809623000,9040716000,233435000,-99957000.0,1231093000,1231093000,3595583000,74830000.0,857801000,1123636000.0,,2255826000.0,204753000.0,
Y,2018-12-31,39539000.0,54654000.0,-90724000,5137764000,6756844000,6887160000,-15062000,-90724000.0,130316000,130316000,1749396000,15732000.0,39539000,39592000.0,,1579309000.0,169762000.0,
Y,2017-12-31,90133000.0,100492000.0,-83070000,5271374000,6304895000,6424655000,-63802000,-83070000.0,119760000,119760000,1153281000,46998000.0,90133000,36690000.0,,967104000.0,106530000.0,
Y,2016-12-31,456921000.0,460664000.0,-81599000,4574417000,5401615000,6131019000,187141000,-81599000.0,729404000,729404000,1556602000,42960000.0,456921000,647805000.0,,765226000.0,74720000.0,
SSSS,2019-12-31,23953697.0,23953697.0,31032195,0,8540397,1495724,33825,-2372570.0,-7044673,-7044673,1495724,8540397.0,23953697,23987522.0,,,,
SSSS,2018-12-31,891743.0,891743.0,8980849,0,9223948,1617836,482994,-4545471.0,-7606112,-7606112,1617836,9223948.0,891743,1374737.0,,,,
SSSS,2017-12-31,17567933.0,17567933.0,33749929,0,16981863,852768,52901,-4696819.0,-16129095,-16129095,852768,16981863.0,17567933,17620834.0,,,,
SSSS,2016-12-31,-74994895.0,-74994895.0,-78462962,0,-2731784,736283,0,-4731430.0,3468067,3468067,736283,-2731784.0,-74994895,-74994895.0,,,,
NEWR,2020-03-31,-88937000.0,-90979000.0,-6810000,103237000,683468000,599510000,211000,-23695000.0,-83958000,-83958000,496273000,432072000.0,-88937000,-90768000.0,148159000.0,,1669000.0,
NEWR,2019-03-31,-40893000.0,-41756000.0,-8029000,77399000,512255000,479225000,697000,-19679000.0,-33030000,-33030000,401826000,329997000.0,-40893000,-41059000.0,104859000.0,,2733000.0,
NEWR,2018-03-31,-45320000.0,-45320000.0,2447000,62725000,401866000,355058000,959000,-86000.0,-46808000,-46808000,292333000,264809000.0,-45320000,-44361000.0,74332000.0,,2733000.0,
NEWR,2017-03-31,-61077000.0,-61077000.0,530000,49990000,324822000,263479000,264000,-87000.0,-61343000,-61343000,213489000,213778000.0,-61077000,-60813000.0,61054000.0,,2733000.0,
TSRI,2019-05-31,-1335995.0,-1299055.0,10499,53514636,65187582,63340028,-538000,,-1847554,-1847554,9825392,11672946.0,-1335995,-1837055.0,,,28792.0,
TSRI,2018-05-31,486208.0,556030.0,27653,54609095,64080618,64989995,381000,,909377,909377,10380900,9471523.0,486208,937030.0,,,44552.0,
TSRI,2017-05-31,268189.0,313967.0,14504,52326521,62010122,62572585,263000,,562463,562463,10246064,9683601.0,268189,576967.0,,,21457.0,
TSRI,2016-05-31,399226.0,456201.0,6325,51038879,60159405,60998281,389000,,838876,838876,9959402,9120526.0,399226,845201.0,,,39603.0,
PFG,2019-12-31,1394200000.0,1444100000.0,0,10024900000,14528800000,16222100000,249200000,,1693300000,1693300000,6197200000,4503900000.0,1394200000,1693300000.0,,,332700000.0,
PFG,2018-12-31,1546500000.0,1553700000.0,0,8316100000,12452800000,14237200000,230700000,,1784400000,1784400000,5921100000,4136700000.0,1546500000,1784400000.0,,,457200000.0,
PFG,2017-12-31,2310400000.0,2324500000.0,0,7947200000,11841000000,14093200000,-72300000,,2252200000,2252200000,6146000000,3893800000.0,2310400000,2252200000.0,,,173900000.0,
PFG,2016-12-31,1316500000.0,1361800000.0,0,7069800000,10802400000,12394100000,229900000,,1591700000,1591700000,5324300000,3732600000.0,1316500000,1591700000.0,,,164000000.0,
GAB,2019-12-31,316134261.0,336644774.0,321643681,0,19683006,34684099,0,-16.0,15001093,15001093,34684099,19683006.0,336644774,336644774.0,,,,
GAB,2018-12-31,-147640474.0,-127874378.0,-144937731,0,20234047,37297400,0,-78.0,17063353,17063353,37297400,20234047.0,-127874378,-127874378.0,,,,
GAB,2017-12-31,304962881.0,323252947.0,314428204,0,19673142,28497885,0,-1252.0,8824743,8824743,28497885,19673142.0,323252947,323252947.0,,,,
GAB,2016-12-31,165267659.0,181478539.0,166052196,0,18133459,33559802,0,-2630.0,15426343,15426343,33559802,18133459.0,181478539,181478539.0,,,,
WSM,2020-02-02,356062000.0,356062000.0,-12128000,3758916000,5428859000,5898008000,100959000,-8853000.0,469149000,469149000,2139092000,1669943000.0,356062000,457021000.0,,,,
WSM,2019-02-03,333684000.0,333684000.0,-12321000,3570580000,5230025000,5671593000,95563000,-6706000.0,441568000,441568000,2101013000,1659445000.0,333684000,429247000.0,,,,
WSM,2018-01-28,259545000.0,259545000.0,-13170000,3360648000,4835350000,5292359000,192894000,-1372000.0,457009000,457009000,1931711000,1474702000.0,259545000,452439000.0,,,,
WSM,2017-01-29,305387000.0,305387000.0,-6026000,3200502000,4605875000,5083812000,166524000,-688000.0,477937000,477937000,1883310000,1405373000.0,305387000,471911000.0,,,,
HUM,2019-12-31,2707000000.0,2707000000.0,231000000,53857000000,61649000000,64888000000,763000000,-242000000.0,3239000000,3239000000,11031000000,7334000000.0,2707000000,3470000000.0,,,,
HUM,2018-12-31,1683000000.0,1683000000.0,-1038000000,45882000000,53800000000,56912000000,391000000,-218000000.0,3112000000,3112000000,11030000000,7525000000.0,1683000000,2074000000.0,,,,
