stock,endDate,capitalExpenditures,changeToNetincome,otherCashflowsFromFinancingActivities,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments
POOL,2019-12-31,-33362000.0,22108000.0,-718000.0,-15691000.0,-14165000.0,-83772000.0,,28885000.0,298776000.0,198000.0,-23188000.0,12225000.0,261575000,-1185000.0,-244486000.0,-155382000.0,-42263000.0,16860000,18574000.0,
POOL,2018-12-31,-31580000.0,22120000.0,-767000.0,-14371000.0,-142170000.0,-69430000.0,,27222000.0,118656000.0,-509000.0,-187469000.0,-13582000.0,234461000,-2732000.0,-97571000.0,146526000.0,-34158000.0,-6567000,13569000.0,
POOL,2017-12-31,-39390000.0,7902000.0,-4001000.0,-21903000.0,-35783000.0,-58029000.0,,25157000.0,175311000.0,-658000.0,-146006000.0,7984000.0,191633000,2660000.0,-114449000.0,82121000.0,-52220000.0,5077000,11466000.0,
POOL,2016-12-31,-34352000.0,10565000.0,7301000.0,-5666000.0,-8050000.0,-49749000.0,,21338000.0,165378000.0,-1344000.0,-178414000.0,8719000.0,148955000,15493000.0,-99672000.0,109438000.0,-55643000.0,-17896000,11752000.0,
AFB,2019-10-31,,-32779286.0,,-131776.0,,-16158730.0,,,16239770.0,,,,54519656,20139.0,-16239770.0,,,-5388963,,
AFB,2018-10-31,,32938165.0,,152281.0,,-18121056.0,,,18121056.0,,,,-12884685,-48416.0,-18121056.0,,,-2080662,,
AFB,2017-10-31,,15290938.0,,1807.0,,-19459412.0,,,24359412.0,,,,7393881,83210.0,-24359412.0,,,1545203,,
AFB,2016-10-31,,-3669734.0,,2587447.0,,-21359614.0,,,33115017.0,,,,35360790,-33100.0,-33139614.0,,,-1130386,,
LIQT,2019-12-31,-2542757.0,232929.0,,-8611876.0,-443780.0,,,1343252.0,-4546761.0,-372213.0,,6007821.0,39616,764655.0,14627470.0,-22569.0,-3700675.0,2145856,14650039.0,
LIQT,2018-12-31,-178872.0,111527.0,,-779712.0,239625.0,,,648734.0,-3914174.0,-642304.0,,1289912.0,-3814528,-876559.0,6017280.0,-12397.0,-170890.0,556739,6029677.0,
LIQT,2017-12-31,-137674.0,-105335.0,,-241256.0,564359.0,,,939500.0,-3315362.0,611884.0,,1277549.0,-4460353,122111.0,4104700.0,-168568.0,-123673.0,-134388,1825000.0,
LIQT,2016-12-31,-373740.0,13893092.0,,841918.0,-1147934.0,,,1378277.0,415794.0,-1376.0,,-161941.0,-16418634,1253803.0,-202619.0,-202619.0,-373740.0,615272,1825000.0,
SENS,2019-12-31,-1045000.0,-8045000.0,-7621000.0,-3282000.0,-10668000.0,,,1001000.0,-136047000.0,,,-40855000.0,-115549000,1246000.0,96237000.0,75000000.0,-1045000.0,-750000,28858000.0,
SENS,2018-12-31,-989000.0,9606000.0,-2703000.0,-3715000.0,-7441000.0,,,270000.0,-90771000.0,,,120643000.0,-93971000,7247000.0,191988000.0,42930000.0,19426000.0,-2767000,151761000.0,
SENS,2017-12-31,-345000.0,4544000.0,-695000.0,-3131000.0,-2741000.0,,,227000.0,-55739000.0,,,3103000.0,-59101000,-179000.0,72068000.0,4920000.0,-13226000.0,4642000,67843000.0,
SENS,2016-12-31,-479000.0,3103000.0,-1451000.0,-250000.0,-477000.0,,,155000.0,-38016000.0,,,9108000.0,-43930000,1566000.0,54894000.0,10000000.0,-7770000.0,1817000,46345000.0,
FSBW,2019-12-31,-2463000.0,-18364000.0,118714000.0,,,-2856000.0,1842000.0,12003000.0,9177000.0,,-5004000.0,12999000.0,22717000,-7032000.0,59023000.0,-52536000.0,-55201000.0,0,705000.0,-25265000.0
FSBW,2018-12-31,-3796000.0,-6827000.0,87566000.0,,,-1915000.0,-10016000.0,5263000.0,21437000.0,,-251000.0,13864000.0,24347000,810000.0,179388000.0,92871000.0,-186961000.0,0,1117000.0,-722000.0
FSBW,2017-12-31,-1016000.0,-4349000.0,117249000.0,,,-1331000.0,-152000.0,3938000.0,15084000.0,,-275000.0,-17541000.0,14085000,2452000.0,136789000.0,-5141000.0,-169414000.0,0,26287000.0,-3450000.0
FSBW,2016-12-31,-3595000.0,-7451000.0,47059000.0,,,-1090000.0,1832000.0,5210000.0,3588000.0,,-4903000.0,12001000.0,10499000,-4253000.0,-44848000.0,-86100000.0,53261000.0,0,186000.0,-30971000.0
TMBR,2019-12-31,,1597272.0,,,,,,,-1227512.0,,,68488.0,-3644734,218208.0,1680000.0,,-384000.0,601741,1680000.0,
FWP,2019-12-31,,2078000.0,-799000.0,200000.0,,,,1000.0,-2231000.0,-1914000.0,,-4944000.0,-4221000,,-799000.0,,,-289000,,
FWP,2018-12-31,,-645000.0,-8121000.0,384000.0,,,,4000.0,-14787000.0,-4108000.0,,-27012000.0,-8722000,,-8120000.0,,,-5808000,,
FWP,2017-12-31,,23812000.0,-24813000.0,71000.0,,,,227000.0,939947000.0,145035000.0,,51656000.0,917093000,,-1118691000.0,,,-1256000,,
FWP,2016-12-31,,-6604000.0,-24813000.0,1526000.0,,,,109000.0,-34105000.0,-1550000.0,,5629000.0,-33336000,,114000.0,,,4200000,,
ALEC,2019-12-31,-15265000.0,12777000.0,-92000.0,,,,,5574000.0,-99308000.0,,,24171000.0,-105385000,8793000.0,172353000.0,,-48874000.0,-21067000,172445000.0,-33609000.0
ALEC,2018-12-31,-1884000.0,4331000.0,-1904000.0,,,,,1019000.0,127464000.0,,,34491000.0,-52248000,2679000.0,131146000.0,,-224119000.0,171683000,172445000.0,-222235000.0
ALEC,2017-12-31,-801000.0,5354000.0,-15000.0,,,,,680000.0,-17771000.0,,,-18587000.0,-32480000,6588000.0,-15000.0,,-801000.0,2087000,172445000.0,-222235000.0
ALEC,2016-12-31,-2250000.0,1963000.0,-77000.0,,,,,201000.0,-12993000.0,,,-15320000.0,-15110000,-537000.0,-77000.0,,-2250000.0,708000,172445000.0,-222235000.0
DT,2020-03-31,-19721000.0,169331000.0,-10560000.0,-44021000.0,,,,48172000.0,-142455000.0,-4468000.0,-156000.0,161856000.0,-418024000,-59844000.0,329392000.0,-515189000.0,-20613000.0,143782000,855297000.0,
DT,2019-03-31,-7377000.0,35797000.0,-1196962000.0,17979000.0,,,,54973000.0,147141000.0,-2676000.0,-649000.0,-26267000.0,-116194000,-32369000.0,-161482000.0,1036129000.0,-9250000.0,161817000,855297000.0,
DT,2018-03-31,-11606000.0,-50502000.0,-74616000.0,-14727000.0,,,,59290000.0,118838000.0,2827000.0,-885000.0,19633000.0,9222000,-12066000.0,-75501000.0,1036129000.0,-26531000.0,104673000,855297000.0,
DT,2017-03-31,-8660000.0,-26234000.0,-62732000.0,10577000.0,,,,63058000.0,94560000.0,-1338000.0,-287000.0,16327000.0,796000,-6766000.0,-63019000.0,1036129000.0,-13876000.0,31268000,855297000.0,
ALRS,2019-12-31,-2901000.0,6955000.0,191444000.0,,,-8909000.0,1146000.0,8768000.0,19248000.0,,-1948000.0,103355000.0,29540000,-27566000.0,149701000.0,-93690000.0,-65594000.0,0,62804000.0,-53195000.0
ALRS,2018-12-31,-3753000.0,10618000.0,-35669000.0,,,-7456000.0,-2104000.0,8729000.0,53553000.0,,-356000.0,-81347000.0,25866000,8762000.0,19808000.0,63289000.0,-154708000.0,0,62804000.0,14294000.0
ALRS,2017-12-31,-2946000.0,15113000.0,49754000.0,,,-6729000.0,1405000.0,9856000.0,47890000.0,,-294000.0,-85369000.0,15001000,8804000.0,71834000.0,29103000.0,-205093000.0,0,62804000.0,4344000.0
ALRS,2016-12-31,-1684000.0,2097000.0,25020000.0,,,-6188000.0,5967000.0,11385000.0,33989000.0,,-357000.0,-58792000.0,14036000,7572000.0,-33372000.0,-31847000.0,-59409000.0,0,62804000.0,20229000.0
UNH,2019-12-31,-2071000000.0,1221000000.0,-1224000000.0,162000000.0,,-3932000000.0,219000000.0,1999000000.0,18463000000.0,-20000000.0,-5500000000.0,119000000.0,13839000000,-342000000.0,-5625000000.0,3994000000.0,-12699000000.0,863000000,1037000000.0,-2504000000.0
UNH,2018-12-31,-2063000000.0,1005000000.0,-1517000000.0,-1351000000.0,,-3320000000.0,-226000000.0,1822000000.0,15713000000.0,-78000000.0,-4500000000.0,-1115000000.0,11986000000,1081000000.0,-4365000000.0,4134000000.0,-12385000000.0,564000000,838000000.0,-4099000000.0
UNH,2017-12-31,-2023000000.0,114000000.0,2759000000.0,-1062000000.0,,-2773000000.0,-126000000.0,1695000000.0,13596000000.0,-5000000.0,-1500000000.0,1551000000.0,10558000000,654000000.0,-3441000000.0,-2615000000.0,-8599000000.0,1087000000,688000000.0,-4319000000.0
UNH,2016-12-31,-1705000000.0,540000000.0,1111000000.0,-1357000000.0,,-2261000000.0,37000000.0,1580000000.0,9795000000.0,78000000.0,-1280000000.0,-493000000.0,7017000000,248000000.0,-1011000000.0,990000000.0,-9355000000.0,1292000000,429000000.0,-5927000000.0
SNAP,2019-12-31,-36478000.0,617064000.0,-102086000.0,-147862000.0,,,1029000.0,87245000.0,-304958000.0,,,132286000.0,-1033660000,133784000.0,1165852000.0,1251411000.0,-728608000.0,20674000,16527000.0,-689836000.0
SNAP,2018-12-31,-120242000.0,569958000.0,-102086000.0,-77506000.0,,,-2565000.0,91648000.0,-689924000.0,,,51967000.0,-1255911000,15419000.0,47437000.0,1251411000.0,694454000.0,-33532000,47988000.0,806800000.0
SNAP,2017-12-31,-84518000.0,2638046000.0,-9672000.0,-104357000.0,,,-8107000.0,61288000.0,-734667000.0,,,173671000.0,-3445066000,65726000.0,2265348000.0,1251411000.0,-1357010000.0,49696000,2669176000.0,-878374000.0
SNAP,2016-12-31,-66441000.0,24779000.0,-5395000.0,-118434000.0,,,-8107000.0,29115000.0,-611245000.0,,,-483641000.0,-514643000,-38548000.0,1141890000.0,1251411000.0,-1014286000.0,6486000,1157878000.0,-843272000.0
RETA,2019-12-31,-2673000.0,26381000.0,-647000.0,,,,,932000.0,-251151000.0,,,326534000.0,-290170000,228778000.0,580358000.0,75000000.0,-2673000.0,-218446000,506005000.0,
RETA,2018-12-31,-679000.0,11557000.0,-2917000.0,,,,,431000.0,-83783000.0,,,208010000.0,-80546000,3283000.0,292472000.0,60000000.0,-679000.0,-19396000,235389000.0,
RETA,2017-12-31,-344000.0,6530000.0,-923000.0,,,,,437000.0,-83256000.0,,,45048000.0,-47671000,5676000.0,128647000.0,20000000.0,-343000.0,-48366000,109570000.0,
RETA,2016-12-31,-340000.0,2367000.0,-2607000.0,,,,,682000.0,-19259000.0,,,42724000.0,-6227000,1424000.0,62322000.0,-45000.0,-339000.0,-49431000,64974000.0,
FNB,2019-12-31,-46000000.0,-159000000.0,1334000000.0,,,-165000000.0,-9000000.0,45000000.0,259000000.0,,,111000000.0,387000000,-6000000.0,983000000.0,-198000000.0,-1131000000.0,0,12000000.0,89000000.0
FNB,2018-12-31,-35000000.0,138000000.0,1059000000.0,,,-165000000.0,-9000000.0,109000000.0,611000000.0,,,9000000.0,373000000,-3000000.0,1318000000.0,410000000.0,-1920000000.0,0,14000000.0,-625000000.0
FNB,2017-12-31,-57000000.0,18000000.0,1163000000.0,,,-151000000.0,-50000000.0,89000000.0,279000000.0,,,108000000.0,199000000,-9000000.0,1358000000.0,335000000.0,-1529000000.0,0,11000000.0,-519000000.0
FNB,2016-12-31,-60000000.0,71000000.0,816000000.0,,,-110000000.0,-17000000.0,61000000.0,293000000.0,,,-118000000.0,171000000,-5000000.0,849000000.0,125000000.0,-1260000000.0,0,18000000.0,-613000000.0
NWL,2019-12-31,-264900000.0,327400000.0,-209700000.0,310800000.0,131400000.0,-390300000.0,4600000.0,446000000.0,1044000000.0,-600000.0,-5300000.0,-124800000.0,106600000,-169000000.0,-1903600000.0,-1298300000.0,735400000.0,-109200000,,
NWL,2018-12-31,-384400000.0,7519200000.0,-10400000.0,161700000.0,125700000.0,-434600000.0,58500000.0,371600000.0,680000000.0,-22900000.0,-1526100000.0,10000000.0,-6942500000,-246400000.0,-5454500000.0,-3483400000.0,4807400000.0,-309300000,,
NWL,2017-12-31,-406200000.0,-2096800000.0,-195800000.0,288700000.0,-350400000.0,-428600000.0,12100000.0,400200000.0,966200000.0,49300000.0,-171000000.0,-101800000.0,2748800000,-235300000.0,-2195800000.0,-1400400000.0,1078500000.0,211000000,,
NWL,2016-12-31,-441400000.0,223400000.0,11900000.0,-324500000.0,784600000.0,-328600000.0,24600000.0,245000000.0,1840400000.0,-31400000.0,-16100000.0,312700000.0,527800000,102100000.0,7328500000.0,7673200000.0,-8824800000.0,282000000,,
JOE,2019-12-31,-9354000.0,-11239000.0,-11938000.0,,,,13943000.0,10287000.0,30393000.0,,-20845000.0,-9396000.0,26775000,3499000.0,-10491000.0,22292000.0,-29298000.0,0,,30892000.0
JOE,2018-12-31,-2615000.0,-3151000.0,-1776000.0,,,,1816000.0,8998000.0,41420000.0,,-93369000.0,5622000.0,32369000,-1253000.0,-79863000.0,15282000.0,44065000.0,0,,62626000.0
JOE,2017-12-31,-3005000.0,-32209000.0,-2157000.0,,,,1945000.0,8885000.0,53706000.0,,-147422000.0,-51163000.0,59578000,-848000.0,-149245000.0,334000.0,44376000.0,0,,71318000.0
JOE,2016-12-31,-1297000.0,24260000.0,9753000.0,,,,787000.0,8571000.0,10662000.0,,-14820000.0,26126000.0,15895000,-13282000.0,-5564000.0,-497000.0,21028000.0,0,,24761000.0
LMPX,2019-12-31,-144704.0,1343027.0,987093.0,232938.0,531465.0,,,108149.0,-3981754.0,,-678780.0,6083903.0,-4029851,-1345913.0,10220999.0,-583034.0,-155342.0,-821569,10495720.0,
LMPX,2018-12-31,-392684.0,1095649.0,-987093.0,-201131.0,-8500797.0,,,43584.0,-13472142.0,,-678780.0,206792.0,-6490293,246351.0,14116891.0,1847450.0,-437957.0,334495,13256534.0,
LMPX,2017-12-31,-214950.0,1095649.0,-987093.0,-85851.0,-3680552.0,,,29291.0,-4617347.0,,-678780.0,-103542.0,-1423662,-37949.0,4728755.0,1091500.0,-214950.0,581376,3637255.0,
LMPX,2016-12-31,-214950.0,1095649.0,-987093.0,-85851.0,-16250.0,,,29291.0,-71351.0,,-678780.0,320902.0,-73639,-37949.0,392253.0,1091500.0,-214950.0,18538,392253.0,
MT,2019-12-31,-3572000000.0,4188000000.0,-129000000.0,964000000.0,2469000000.0,-203000000.0,-161000000.0,3067000000.0,6017000000.0,-22000000.0,-90000000.0,2695000000.0,-2454000000,-497000000.0,514000000.0,936000000.0,-3824000000.0,-1236000000,,-559000000.0
MT,2018-12-31,-3305000000.0,2555000000.0,-72000000.0,-646000000.0,-4652000000.0,-101000000.0,-744000000.0,2799000000.0,4196000000.0,-140000000.0,-226000000.0,-402000000.0,5149000000,-1294000000.0,-689000000.0,-290000000.0,-3759000000.0,914000000,,264000000.0
MT,2017-12-31,-2819000000.0,1219000000.0,-141000000.0,-620000000.0,-2347000000.0,-101000000.0,-77000000.0,2768000000.0,4563000000.0,58000000.0,-226000000.0,73000000.0,4568000000,-1613000000.0,-1731000000.0,-1590000000.0,-2830000000.0,1094000000,,44000000.0
MT,2016-12-31,-2444000000.0,1376000000.0,-34000000.0,-373000000.0,-2055000000.0,-101000000.0,-73000000.0,2721000000.0,2708000000.0,-127000000.0,-226000000.0,-1501000000.0,1779000000,-1849000000.0,-2926000000.0,-6007000000.0,-1143000000.0,1405000000,,1182000000.0
APEN,2019-12-31,-805000.0,-3422000.0,-2857000.0,1852000.0,872000.0,,,4060000.0,-25622000.0,-8000.0,,5914000.0,-27432000,-120000.0,30506000.0,33332000.0,1038000.0,-2052000,31000.0,
APEN,2018-12-31,-1951000.0,11266000.0,-400000.0,-162000.0,3004000.0,,,9292000.0,-23119000.0,-106000.0,,-6411000.0,-45787000,41000.0,9695000.0,-12500000.0,7119000.0,-1264000,22595000.0,
APEN,2017-12-31,-1564000.0,2035000.0,-400000.0,-916000.0,-2850000.0,,,9717000.0,-13320000.0,131000.0,,11377000.0,-27292000,948000.0,26703000.0,-7000000.0,-2137000.0,4739000,33703000.0,
APEN,2016-12-31,-1028000.0,17948000.0,-5216000.0,-426000.0,-3054000.0,,,9092000.0,-12901000.0,-96000.0,,-2545000.0,-41167000,327000.0,12617000.0,-11220000.0,-2165000.0,3954000,29053000.0,
BDL,2019-09-28,-5753000.0,2264000.0,-1670000.0,,-222000.0,-520000.0,1068000.0,3040000.0,9627000.0,,,258000.0,3648000,1626000.0,-4760000.0,-2570000.0,-4609000.0,-964000,,40000.0
BDL,2018-09-29,-5332000.0,2416000.0,-1759000.0,,-381000.0,-465000.0,1068000.0,2803000.0,9959000.0,,,3529000.0,3677000,1332000.0,-1224000.0,1000000.0,-5206000.0,262000,,35000.0
BDL,2017-09-30,-7146000.0,1306000.0,-2247000.0,,-209000.0,-372000.0,1068000.0,2667000.0,8254000.0,,,-289000.0,3020000,979000.0,-1490000.0,1129000.0,-7053000.0,276000,,20000.0
BDL,2016-10-01,-3402000.0,2219000.0,-2105000.0,,-223000.0,-344000.0,1068000.0,2685000.0,8767000.0,,,907000.0,3040000,933000.0,-4488000.0,-2039000.0,-3372000.0,498000,,30000.0
ASPN,2019-12-31,-2112000.0,3771000.0,5000000.0,-6689000.0,-1450000.0,,,11160000.0,-1054000.0,,-470000.0,306000.0,-14565000,3186000.0,3472000.0,-1058000.0,-2112000.0,3533000,,
ASPN,2018-12-31,-3593000.0,14459000.0,5000000.0,-1723000.0,1597000.0,,,10787000.0,-8654000.0,,-551000.0,-7367000.0,-34440000,-1701000.0,4880000.0,431000.0,-3593000.0,2367000,,
ASPN,2017-12-31,-6118000.0,5434000.0,5000000.0,-9159000.0,3953000.0,,,10753000.0,-4606000.0,,-391000.0,-7392000.0,-19321000,2204000.0,3332000.0,3723000.0,-6118000.0,1530000,,
ASPN,2016-12-31,-13216000.0,5969000.0,-656000.0,3089000.0,-6336000.0,,,9853000.0,-578000.0,,-200000.0,-14718000.0,-12023000,-1597000.0,-924000.0,-68000.0,-13216000.0,467000,,
OTEX,2019-06-30,-63837000.0,74725000.0,-905000.0,37885000.0,,-168859000.0,-16966000.0,287543000.0,876278000.0,-3826000.0,-26499000.0,259552000.0,285501000,-823000.0,-148374000.0,-10000000.0,-464526000.0,-23559000,57889000.0,
OTEX,2018-06-30,-105318000.0,116572000.0,-4375000.0,-22566000.0,,-145613000.0,-18034000.0,271061000.0,708081000.0,-2186000.0,-26499000.0,237781000.0,242224000,-6777000.0,-23673000.0,50380000.0,-444441000.0,-56021000,75935000.0,
OTEX,2017-06-30,-79592000.0,-842208000.0,-25488000.0,-126784000.0,,-120581000.0,-5937000.0,215159000.0,440353000.0,1767000.0,-8198000.0,-839300000.0,1025659000,-29465000.0,909544000.0,423995000.0,-2190964000.0,56974000,639816000.0,
OTEX,2016-06-30,-70009000.0,-23010000.0,-6535000.0,8985000.0,,-99262000.0,-9393000.0,168130000.0,525722000.0,-10952000.0,-76136000.0,583758000.0,284477000,2479000.0,430164000.0,592000000.0,-361176000.0,-10452000,20097000.0,
WM,2019-12-31,-1818000000.0,550000000.0,-95000000.0,-53000000.0,,-876000000.0,-86000000.0,1574000000.0,3874000000.0,2000000.0,-281000000.0,3464000000.0,1670000000,-13000000.0,1964000000.0,3149000000.0,-2376000000.0,146000000,67000000.0,
WM,2018-12-31,-1694000000.0,197000000.0,-38000000.0,-16000000.0,,-802000000.0,-223000000.0,1477000000.0,3570000000.0,-3000000.0,-1033000000.0,-110000000.0,1925000000,-30000000.0,-1508000000.0,313000000.0,-2169000000.0,17000000,52000000.0,
WM,2017-12-31,-1509000000.0,53000000.0,6000000.0,-271000000.0,,-750000000.0,-12000000.0,1376000000.0,3180000000.0,-3000000.0,-797000000.0,199000000.0,1949000000,-16000000.0,-1361000000.0,85000000.0,-1620000000.0,89000000,95000000.0,
WM,2016-12-31,-1339000000.0,428000000.0,-41000000.0,-78000000.0,,-726000000.0,-25000000.0,1301000000.0,3003000000.0,-3000000.0,-755000000.0,-10000000.0,1182000000,63000000.0,-1084000000.0,375000000.0,-1929000000.0,107000000,63000000.0,
LIND,2019-12-31,-96002000.0,7360000.0,-2395000.0,,-1557000.0,,,28771000.0,62583000.0,,-1786000.0,-12893000.0,16353000,-10393000.0,24609000.0,28476000.0,-100085000.0,20174000,314000.0,
LIND,2018-12-31,-54345000.0,7252000.0,-7344000.0,,70000.0,,,23675000.0,56357000.0,,-4510000.0,18651000.0,11352000,-1543000.0,16521000.0,28375000.0,-54345000.0,13283000,314000.0,
LIND,2017-12-31,-80485000.0,18951000.0,-6610000.0,,-1036000.0,,,20258000.0,52918000.0,,-5034000.0,-40931000.0,-8661000,714000.0,-13394000.0,-1750000.0,-80485000.0,20466000,314000.0,
LIND,2016-12-31,-75933000.0,8819000.0,-11908000.0,,1073000.0,,,16327000.0,31427000.0,,-2694000.0,-70932000.0,4864000,-3009000.0,-16352000.0,-1750000.0,-85879000.0,2209000,314000.0,
HDS,2020-02-02,-106000000.0,160000000.0,-1000000.0,-27000000.0,-4000000.0,,,89000000.0,677000000.0,,-391000000.0,-4000000.0,452000000,-5000000.0,-569000000.0,-186000000.0,-112000000.0,-12000000,9000000.0,
HDS,2019-02-03,-115000000.0,242000000.0,-18000000.0,-79000000.0,-59000000.0,,,83000000.0,584000000.0,,-603000000.0,-520000000.0,394000000,-2000000.0,-627000000.0,-19000000.0,-477000000.0,-18000000,13000000.0,
HDS,2018-01-28,-94000000.0,-396000000.0,-22000000.0,-173000000.0,-127000000.0,,,73000000.0,502000000.0,,-584000000.0,483000000.0,970000000,6000000.0,-2348000000.0,-1783000000.0,2329000000.0,125000000,41000000.0,
HDS,2017-01-29,-81000000.0,351000000.0,-22000000.0,-38000000.0,-62000000.0,,,90000000.0,513000000.0,,-34000000.0,-194000000.0,196000000,-8000000.0,-687000000.0,-664000000.0,-21000000.0,-16000000,33000000.0,
PPIH,2020-01-31,-1902000.0,1217000.0,,839000.0,-2225000.0,,,4437000.0,4090000.0,34000.0,,1921000.0,3576000,-477000.0,-301000.0,-522000.0,-1902000.0,-2609000,221000.0,
PPIH,2019-01-31,-1361000.0,1497000.0,,-901000.0,4360000.0,,,4575000.0,4978000.0,-335000.0,,4416000.0,-550000,-462000.0,1134000.0,1569000.0,-1361000.0,-3576000,511000.0,
PPIH,2018-01-31,-2532000.0,415000.0,,379000.0,-3274000.0,,,5031000.0,-1842000.0,395000.0,,-380000.0,-9976000,1107000.0,3456000.0,3500000.0,-2389000.0,4551000,170000.0,
PPIH,2017-01-31,-2257000.0,3136000.0,,13994000.0,5452000.0,,,5521000.0,-5457000.0,-70000.0,,-10254000.0,-12474000,-19041000.0,-14945000.0,-15362000.0,10218000.0,-1917000,417000.0,
DRI,2019-05-26,-452000000.0,125500000.0,100000.0,2100000.0,-2100000.0,-370800000.0,2100000.0,311400000.0,1257200000.0,,-207500000.0,310400000.0,713400000,28100000.0,-484200000.0,34700000.0,-462600000.0,66300000,59300000.0,
DRI,2018-05-27,-396000000.0,47600000.0,-12500000.0,-7200000.0,-26600000.0,-313500000.0,5000000.0,291000000.0,1001300000.0,,-234800000.0,-86200000.0,596000000,40800000.0,-636600000.0,-113600000.0,-450900000.0,46100000,37800000.0,
DRI,2017-05-28,-293000000.0,5100000.0,23600000.0,-6500000.0,5000000.0,-279100000.0,5500000.0,254600000.0,898000000.0,,-230200000.0,-41700000.0,479100000,68000000.0,129200000.0,501800000.0,-1068900000.0,32600000,113100000.0,
DRI,2016-05-29,-228300000.0,62700000.0,333100000.0,14000000.0,-11800000.0,-268200000.0,8100000.0,275700000.0,778000000.0,,-184800000.0,-261100000.0,375000000,-26400000.0,-1120800000.0,-1100200000.0,81700000.0,91600000,99300000.0,
SGA,2019-12-31,-6495000.0,2821000.0,,-5780000.0,,-7123000.0,-10000.0,6945000.0,25335000.0,,-1172000.0,-695000.0,13279000,,-19795000.0,-10000000.0,-6235000.0,7967000,,
SGA,2018-12-31,-15211000.0,5068000.0,,-157000.0,,-7137000.0,17000.0,6786000.0,25559000.0,,-2000000.0,-8301000.0,13690000,,-18984000.0,-5000000.0,-14876000.0,121000,,
SGA,2017-12-31,-32102000.0,-56024000.0,,-434000.0,,-5313000.0,69188000.0,6251000.0,5374000.0,,-946000.0,26333000.0,54717000,,-16546000.0,-10287000.0,37505000.0,811000,,
SGA,2016-12-31,-16808000.0,4959000.0,,-885000.0,,-6473000.0,-796000.0,5876000.0,29306000.0,,-746000.0,4999000.0,18186000,,-8379000.0,-10287000.0,-15928000.0,1117000,,
PBFX,2019-12-31,-31746000.0,16624000.0,-237776000.0,-10194000.0,,-123910000.0,-31746000.0,38601000.0,149007000.0,,,15058000.0,100288000,-2240000.0,-102203000.0,127000000.0,-31746000.0,4148000,132483000.0,
PBFX,2018-12-31,-42351000.0,21908000.0,-23736000.0,-2323000.0,,-98786000.0,-31746000.0,29809000.0,133141000.0,,,244000.0,85461000,-3736000.0,42799000.0,126300000.0,-175696000.0,305000,39021000.0,
PBFX,2017-12-31,-80161000.0,14924000.0,-25250000.0,-1083000.0,,-85430000.0,-31746000.0,24404000.0,138182000.0,,,-44557000.0,100437000,-3321000.0,-132505000.0,-32264000.0,-50234000.0,1333000,10439000.0,
PBFX,2016-12-31,-25573000.0,-1793000.0,-175000000.0,-16733000.0,,-67534000.0,-31746000.0,15406000.0,94053000.0,,,45543000.0,80960000,2150000.0,-118808000.0,-29836000.0,70298000.0,12385000,153562000.0,
